규정명,조항,제목,본문,키워드
자산관리 규정,제20조,불용품의 반환 및 처리,"①비품의 불용 결정 기준은 다음 각 호와 같다.
1.사용할 필요가 없게 된 비품으로서 앞으로 사용할 전망이 없는 것
2.보유 예상 기간을 초과하여 재고로 보유하고 있는 비품
3.수선을 요하는 비품으로서 수선비가 과다하여 비경제적이라고 인정되는 비품
4.규격 또는 모형이 달라져 수리하여도 본래의 목적으로 사용할 수 없는 비품
5.폐기하여야 할 충분한 사유가 있다고 물품관리자가 인정하는 비품
6.변질, 부패 기타의 사유로 매각할 수 없다고 인정되는 비품
7.관리전환, 양여, 매각 등에 의한 처분을 하고자 하여도 처분되지 아니하는 비품
②전항의 불용 결정 기준에 해당하는 경우에는 부서별 비품 보관 책임자는 관리 책임
자를 경유하여 운영지원팀에 불용품 처리 의뢰서(별지 서식 제1호)를 제출한 후에 
그 비품을 반환하여야 하며, 운영지원팀장은 그 사실을 조사하여 해당 비품의 처리 
방법을 결정한다.","불용품의,반환,처리"
자산관리 규정,제20조-1,불용품의 반환 및 처리 — 사용할 필요가 없게 된 비품으로서 앞으로 사용할 전,"사용할 필요가 없게 된 비품으로서 앞으로 사용할 전망이 없는 것
(자산관리 규정 제20조 불용품의 반환 및 처리 제1호)","불용품의,반환,처리,사용할,필요가,없게,비품으로서,앞으로,전망이,없는"
자산관리 규정,제20조-2,불용품의 반환 및 처리 — 보유 예상 기간을 초과하여 재고로 보유하고 있는 비,"보유 예상 기간을 초과하여 재고로 보유하고 있는 비품
(자산관리 규정 제20조 불용품의 반환 및 처리 제2호)","불용품의,반환,처리,보유,예상,기간을,초과하여,재고로,보유하고,있는,비품"
자산관리 규정,제20조-3,불용품의 반환 및 처리 — 수선을 요하는 비품으로서 수선비가 과다하여 비경제적,"수선을 요하는 비품으로서 수선비가 과다하여 비경제적이라고 인정되는 비품
(자산관리 규정 제20조 불용품의 반환 및 처리 제3호)","불용품의,반환,처리,수선을,요하는,비품으로서,수선비가,과다하여,비경제적이라고,인정되는,비품"
자산관리 규정,제20조-4,불용품의 반환 및 처리 — 규격 또는 모형이 달라져 수리하여도 본래의 목적으로,"규격 또는 모형이 달라져 수리하여도 본래의 목적으로 사용할 수 없는 비품
(자산관리 규정 제20조 불용품의 반환 및 처리 제4호)","불용품의,반환,처리,규격,또는,모형이,달라져,수리하여도,본래의,목적으로,사용할,없는,비품"
자산관리 규정,제20조-5,불용품의 반환 및 처리 — 폐기하여야 할 충분한 사유가 있다고 물품관리자가 인,"폐기하여야 할 충분한 사유가 있다고 물품관리자가 인정하는 비품
(자산관리 규정 제20조 불용품의 반환 및 처리 제5호)","불용품의,반환,처리,폐기하여야,충분한,사유가,있다고,물품관리자가,인정하는,비품"
자산관리 규정,제20조-6,"불용품의 반환 및 처리 — 변질, 부패 기타의 사유로 매각할 수 없다고 인정되","변질, 부패 기타의 사유로 매각할 수 없다고 인정되는 비품
(자산관리 규정 제20조 불용품의 반환 및 처리 제6호)","불용품의,반환,처리,변질,부패,기타의,사유로,매각할,없다고,인정되는,비품"
자산관리 규정,제20조-7,"불용품의 반환 및 처리 — 관리전환, 양여, 매각 등에 의한 처분을 하고자 하","관리전환, 양여, 매각 등에 의한 처분을 하고자 하여도 처분되지 아니하는 비품
(자산관리 규정 제20조 불용품의 반환 및 처리 제7호)","불용품의,반환,처리,관리전환,양여,매각,등에,의한,처분을,하고자,하여도,처분되지,아니하는,비품"
자산관리 규정,별표1,변 상 처 리 기 준 표,"구분
사용년수
신  품(A급)중 고 품(B급)요정비 품 (C급)
11년 이내100%6개월 이내100%6개월 이내100%
22년 이내90%1년 이내80%1년 이내80%
33년 이내80%2년 이내60%2년 이내60%
44년 이내70%3년 이내40%3년 이내40%
55년 이내60%4년 이내20%4년 이내20%
66년 이내40%5년 이내15%5년 이내15%
77년 이내20%6년 이내10%6년 이내10%
88년 이내15%7년 이내5%7년 이내5%
99년 이내5%
109년 이상
  
 
물  품  상  태  분  류  기  준
신  품신품 및 신품과 거의 동일한 물품
중고품사용된 물품으로 수리를 요하지 아니하는 물품
요정비품수리하여 사용함이 경제적인 물품

(별지서식 제1호)
불용품(반환.폐기) 처리 의뢰서
접 수 번 호:                     접수일자: 20   년   월   일
소 속 부 처:
보관책임자: 직            성 명:             (인)
사  용  자: 직            성 명:             (인)
아래와 같이 불용품 (반환.폐기)처리를 의뢰합니다.
NO비 품 번 호등재일자품  명규 격수 량단  가사용장소
1
2
3
4
5
6
7
8
9
*(반환,폐기)사유
*확인 내용
*확인 내용은 기재하지 마십시오.
*불용품(반환, 폐기) 사진은 꼭 첨부하세요.
확인자:                    (인)
결
재
담당팀장관장

불용품(반환, 폐기) 사진
비품 번호등재 일자
품명규격
수량단가
관리부서관리자",
대손처리 규정,제1조,목적,"이 규정의 목적은 예울마루의 채권 중 부득이한 사유로 그 회수가 불가능한 채권에 대해 
대손처리를 하는 데 필요한 기준 및 절차 등을 규정하는 데 있다.",목적
대손처리 규정,제2조,적용범위,"이 규정은 아래와 같은 예울마루의 국내판매 관련 채권에 대하여만 적용하며, 기타의 
채권은 발생부서가 회계부서와 협의한 후 지출승인 규정상 전결권자와 회계부서의 재가
를 받아 대손 처리할 수 있다.
①받을어음
②미수금
③기타 단기채권
④외상 매출금
⑤기타 예울마루의 매출채권에 관련된 것으로서 위 각호에 준하는 사항",적용범위
대손처리 규정,제3조,용어의 정의,"이 규정에서 사용하는 다음 용어의 정의는 아래와 같다.
①채무자 : 계약자, 보증인 및 해당 채권과 관련하여 회사에서 채권을 행사할 수 있는 자를 
말한다.
②대손처리 : 회수 불가능한 채권을 받을 채권(수취채권)에서 제거하는 과정으로서 매 
결산 시에 대손충당금과 상계처리함을 원칙으로 한다.
③대손처리 대상 채권 : 법인세법에서 규정하고 있는 대손처리 대상 채권을 준용한다.
1.채무자의 파산, 강제집행, 형의 집행, 사업 폐지로 인하여 회수할 수 없는 채권
2.채무자의 사망, 실종, 행방불명으로 인하여 회수할 수 없는 채권
3.외상 매출금 및 미수금으로서 상법상 소멸시효가 완성된 것
4.어음법에 의하여 소멸시효가 완성된 어음
5.수표법에 의하여 소멸시효가 완성된 수표
6.부도 발생일로부터 6월 이상 경과한 수표 또는 어음상의 채권
7.세무서장으로부터 국세결손처분을 받은 채무자에 대한 채권
8.민사소송법 제616조의 규정에 의하여 채무자의 재산에 대한 경매가 취소된 압류채권
④대손처리심의위원회　:　대손처리 적격 여부 및 대손처리 계정과목 결정, 대손 채권 
관리책임자의 인가처리 회부에 관한 사항을 각각 심의하고 대손처리를 결의하기 위해 
관장 소속하에 3인 이상 5인 이하의 위원으로 구성되는 위원회를 말한다
⑤해당 연도 부서장：해당 연도 채권을 최초 발생시키거나 또는 현재 그 채권을 관리
하는 부서장을 말한다.
⑥간사　:　운영지원팀장의 임명으로 대손처리 심의안건을 정리하고 서무처리하며 회의록을 
작성하는 자를 말한다.","용어의,정의"
대손처리 규정,제3조-1,"용어의 정의 — 채무자의 파산, 강제집행, 형의 집행, 사업 폐지로","채무자의 파산, 강제집행, 형의 집행, 사업 폐지로 인하여 회수할 수 없는 채권
(대손처리 규정 제3조 용어의 정의 제1호)","용어의,정의,채무자의,파산,강제집행,형의,집행,사업,폐지로,인하여,회수할,없는,채권"
대손처리 규정,제3조-2,"용어의 정의 — 채무자의 사망, 실종, 행방불명으로 인하여 회수할","채무자의 사망, 실종, 행방불명으로 인하여 회수할 수 없는 채권
(대손처리 규정 제3조 용어의 정의 제2호)","용어의,정의,채무자의,사망,실종,행방불명으로,인하여,회수할,없는,채권"
대손처리 규정,제3조-3,용어의 정의 — 외상 매출금 및 미수금으로서 상법상 소멸시효가 완성,"외상 매출금 및 미수금으로서 상법상 소멸시효가 완성된 것
(대손처리 규정 제3조 용어의 정의 제3호)","용어의,정의,외상,매출금,미수금으로서,상법상,소멸시효가,완성된"
대손처리 규정,제3조-4,용어의 정의 — 어음법에 의하여 소멸시효가 완성된 어음,"어음법에 의하여 소멸시효가 완성된 어음
(대손처리 규정 제3조 용어의 정의 제4호)","용어의,정의,어음법에,의하여,소멸시효가,완성된,어음"
대손처리 규정,제3조-5,용어의 정의 — 수표법에 의하여 소멸시효가 완성된 수표,"수표법에 의하여 소멸시효가 완성된 수표
(대손처리 규정 제3조 용어의 정의 제5호)","용어의,정의,수표법에,의하여,소멸시효가,완성된,수표"
대손처리 규정,제3조-6,용어의 정의 — 부도 발생일로부터 6월 이상 경과한 수표 또는 어음,"부도 발생일로부터 6월 이상 경과한 수표 또는 어음상의 채권
(대손처리 규정 제3조 용어의 정의 제6호)","용어의,정의,부도,발생일로부터,6월,이상,경과한,수표,또는,어음상의,채권"
대손처리 규정,제3조-7,용어의 정의 — 세무서장으로부터 국세결손처분을 받은 채무자에 대한,"세무서장으로부터 국세결손처분을 받은 채무자에 대한 채권
(대손처리 규정 제3조 용어의 정의 제7호)","용어의,정의,세무서장으로부터,국세결손처분을,받은,채무자에,대한,채권"
대손처리 규정,제3조-8,용어의 정의 — 민사소송법 제616조의 규정에 의하여 채무자의 재산,"민사소송법 제616조의 규정에 의하여 채무자의 재산에 대한 경매가 취소된 압류채권
(대손처리 규정 제3조 용어의 정의 제8호)","용어의,정의,민사소송법,제616조의,규정에,의하여,채무자의,재산에,대한,경매가,취소된,압류채권"
대손처리 규정,제4조,해당 연도 부서장의 책임과 권한,"대손 채권의 해당 연도 부서장은 관리하는 대손처리 대상 채권을 대손 처리할 시기에 
소명자료를 첨부하여 대손처리 주관 부서로 송부할 책임이 있다. 이 경우 대손처리 요건이 
불비할 시는 즉시 보완하여 대손처리 주관 부서로 재차 송부하여야 한다.","해당,연도,부서장의,책임과,권한"
대손처리 규정,제5조,운영지원팀장의 책임과 권한,"①운영지원 팀장은 대손처리 대상 채권 및 소명자료를 사전에 심사하고 그 책임의 한계를 
평가할 수 있으며 종합하여야 한다.
②대손처리심의위원회 개최를 대손처리위원회 위원장에게 제청할 수 있다.
③대손처리 확정시 대손처리에 필요한 전표를 작성하여 처리할 책임이 있다.
④대손처리 규정의 보완, 변경 필요시 이를 개정키 위해 전결권자에게 품의할 수 있다.
⑤기말 매출채권 잔액 조사 시 파악 및 회수 불확실 채권에 대한 대손충당금 전입액을 
계상하고 이의 상대계정으로 대손충당금을 설정하여야 한다.
⑥대손처리 주관 부서와 대손처리 대상 채권에 대하여 사전 협의를 하여야 한다.","운영지원팀장의,책임과,권한"
